id,click,hour,C1,banner_pos,site_id,site_domain,site_category,app_id,app_domain,app_category,device_id,device_ip,device_model,device_type,device_conn_type,C14,C15,C16,C17,C18,C19,C20,C21
15635600312506129998,0,14102409,1005,1,0eb72673,d2f72222,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,d57d9d74,a0f5f879,1,0,16615,320,50,1863,3,39,100188,23
3831429320282157034,0,14102203,1002,0,f17ebd97,444d31cd,50e219e0,ecad2386,7801e8d9,07d7df22,d94c8d2a,3a7a99df,766b28b3,0,0,21557,320,50,2476,2,167,100141,23
2072840976405763054,0,14102516,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,bb58de56,8a4875bd,1,0,15703,320,50,1722,0,35,-1,79
16996381733021875895,0,14102809,1005,1,85f751fd,c4e18dd6,50e219e0,8be5974d,2347f47a,0f2161f8,bddfde8e,01310b55,e24c8b65,1,2,23125,320,50,2524,0,35,100084,221
9907687377261541019,0,14102514,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,b029e27b,fbec56bc,1,0,15707,320,50,1722,0,35,100084,79
11214645129407756416,1,14102414,1005,1,e4d8dd7b,a17bde68,3e814130,ecad2386,7801e8d9,07d7df22,a99f214a,4b80fe4a,be6db1d7,1,0,16208,320,50,1800,3,167,100075,23
6045679814362199315,0,14102615,1005,0,85f751fd,c4e18dd6,50e219e0,e2fcccd2,5c5a694b,0f2161f8,2e5d2c50,b965c455,3f3d3fa8,1,0,4687,320,50,423,2,39,100148,32
6137169243352252398,0,14102910,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,024c4801,ef726eae,1,0,15701,320,50,1722,0,35,-1,79
5404459536113583606,0,14102309,1010,1,85f751fd,c4e18dd6,50e219e0,03a08c3f,7801e8d9,0f2161f8,92054cb1,8d2653c5,1df52df3,4,3,15707,320,50,1722,0,35,100084,79
15558032159278360937,0,14102109,1005,1,85f751fd,c4e18dd6,50e219e0,d644e4e7,2347f47a,0f2161f8,a99f214a,9c4dd79d,a3112db6,1,0,21665,320,50,2493,3,35,100135,117
6762796760503935938,1,14102222,1005,1,e151e245,7e091613,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,1628c2b8,7abbbd5c,1,0,4687,320,50,423,2,39,100148,32
13568112551154410196,1,14102217,1005,0,85f751fd,c4e18dd6,50e219e0,de97da65,33da2e74,0f2161f8,a99f214a,d90a7774,3bb1ddd7,1,0,18648,320,50,1092,3,811,100156,61
17622889900693416098,0,14102219,1005,0,85f751fd,c4e18dd6,50e219e0,de97da65,33da2e74,0f2161f8,a99f214a,d5c765aa,8b65b455,1,0,21611,320,50,2480,3,297,100111,61
14032047652140969989,0,14102815,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,d1136974,00b1f3a7,1,0,23438,320,50,2684,2,303,100103,52
4721200812402094696,0,14102414,1005,0,85f751fd,c4e18dd6,50e219e0,92f5800b,ae637522,0f2161f8,a99f214a,e7a52554,36b67a2a,1,3,21189,320,50,2424,1,161,100189,71
2845793590767284945,1,14102512,1005,1,d9750ee7,98572c79,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,e28862ed,99ec2bcb,1,0,17753,320,50,1993,2,1063,100084,33
12854694796341284081,0,14102216,1005,0,85f751fd,c4e18dd6,50e219e0,3f2a6cbb,33da2e74,cef3e649,a99f214a,9592e00a,03683bd4,1,0,19733,320,50,2260,0,171,100156,91
17694705330974428717,0,14102211,1005,0,12fb4121,6b59f079,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,8b14f860,779d90c2,1,0,21770,320,50,2507,0,35,100084,157
13101454331808505700,0,14102323,1005,0,85f751fd,c4e18dd6,50e219e0,e2fcccd2,5c5a694b,0f2161f8,14c2c4ee,f7301e70,be6db1d7,1,0,4687,320,50,423,2,39,100148,32
10971164115666795874,0,14103022,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,9b1fe278,a5bce124,1,0,22257,320,50,2545,0,431,-1,221
10507506868995383411,0,14102710,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,ef7880ca,c6263d8a,1,0,20108,320,50,2299,2,1327,-1,52
6582367932879153382,0,14102701,1005,1,57fe1b20,5b626596,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,68a1fb74,8a4875bd,1,0,6563,320,50,572,2,39,-1,32
3486627781434835662,0,14102716,1002,0,50f7ab2f,c4e18dd6,50e219e0,ecad2386,7801e8d9,07d7df22,3cfa10bf,a1130336,911a3c09,0,0,21413,320,50,2467,2,167,100075,23
14020449054830634818,0,14102615,1005,1,e151e245,7e091613,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,6ab76822,be74e6fe,1,0,17014,320,50,1872,3,39,-1,23
13072333590332175434,0,14102409,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,0976391e,5096d134,1,0,22258,320,50,2545,0,39,100084,221
7180207478491915069,0,14102513,1005,1,5114c672,3f2f3819,3e814130,ecad2386,7801e8d9,07d7df22,a99f214a,70cea756,4d392e74,1,0,19772,320,50,2227,0,679,100081,48
12161738695363994687,0,14102103,1005,0,85f751fd,c4e18dd6,50e219e0,febd1138,82e27996,0f2161f8,a99f214a,9d928df0,321f8b9d,1,0,21611,320,50,2480,3,299,100111,61
12254942762345561237,0,14102610,1005,0,85f751fd,c4e18dd6,50e219e0,92f5800b,ae637522,0f2161f8,a99f214a,11d622fa,981edffc,1,3,21189,320,50,2424,1,161,100189,71
6843687767206676135,0,14102613,1002,0,693037e9,ee6c0a5f,50e219e0,ecad2386,7801e8d9,07d7df22,c9eefe8e,95d8492f,494363da,0,0,17566,320,50,479,3,39,100077,23
17792528611702271245,0,14102418,1005,1,e151e245,7e091613,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,2edc84d4,38c63a3a,1,0,20391,320,50,2340,3,41,100111,159
8037377424995600508,0,14103010,1005,0,85f751fd,c4e18dd6,50e219e0,51cedd4e,aefc06bd,0f2161f8,a99f214a,464ca27c,bbeedfee,1,0,23989,320,50,2747,0,33,100075,76
15749981393997139499,0,14102106,1005,1,e151e245,7e091613,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,9b1e0b17,526fa832,1,0,17264,320,50,1872,3,39,-1,23
2887238504459513456,0,14102903,1005,0,e3c09f3a,d262cf1e,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,c36a869b,73b81bfd,1,0,22954,320,50,2654,3,38,100199,23
9372285341648559325,0,14102923,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,6b9769f2,cd5b1559,1,2,15699,320,50,1722,0,35,-1,79
90273883227147568,0,14102307,1005,0,85f751fd,c4e18dd6,50e219e0,ce183bbd,ae637522,cef3e649,a99f214a,641e6683,36b67a2a,1,0,21816,320,50,2519,1,171,100191,71
9439873048865719574,0,14102614,1005,1,88154ade,9f448720,3e814130,ecad2386,7801e8d9,07d7df22,a99f214a,3eee530b,9b7ee94c,1,0,19772,320,50,2227,0,935,100077,48
15028993214484821415,0,14102310,1005,1,e151e245,7e091613,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,6a49f236,12d41e63,1,0,22142,320,50,2550,0,547,100148,51
8158042874658060023,1,14102704,1005,0,5b08c53b,7687a86e,3e814130,ecad2386,7801e8d9,07d7df22,a99f214a,a1a93104,86030d43,1,0,20093,300,250,2295,2,35,-1,23
17267775927728790841,0,14102106,1005,0,85f751fd,c4e18dd6,50e219e0,3f2a6cbb,33da2e74,cef3e649,a99f214a,6f7ee8ef,3bb1ddd7,1,0,19733,320,50,2260,0,171,100156,91
15914284772932427385,0,14102615,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,48aa8bc3,aaffed8f,1,0,20108,320,50,2299,2,1327,-1,52
2716426326753712166,0,14102417,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,ff1c4f79,837b5bc8,1,0,15708,320,50,1722,0,35,-1,79
2720575284684482716,0,14103015,1005,0,85f751fd,c4e18dd6,50e219e0,685d1c4c,2347f47a,8ded1f7a,a99f214a,eae08b9f,ff065cf0,1,2,23735,320,50,2676,0,299,100176,221
8195518340213796229,0,14102310,1005,0,85f751fd,c4e18dd6,50e219e0,c1d5c84d,2347f47a,0f2161f8,9b3d3ef5,3e99c219,7abbbd5c,1,2,16615,320,50,1863,3,39,100188,23
3253416119195103557,0,14102822,1005,0,85f751fd,c4e18dd6,50e219e0,c8e3e3c1,b5f3b24a,8ded1f7a,eda61506,2371960c,411c16c9,1,0,22603,320,50,2609,3,167,100194,23
11665345403849591376,1,14102711,1005,0,85f751fd,c4e18dd6,50e219e0,7358e05e,b9528b13,cef3e649,3e63a302,bf131cd5,e981565c,1,0,22624,320,50,2374,3,39,-1,23
1731506754342896334,0,14102417,1005,1,856e6d3f,58a89a43,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,641e533b,684581ce,1,0,16208,320,50,1800,3,167,100077,23
11396813487392929225,0,14102613,1005,0,85f751fd,c4e18dd6,50e219e0,92f5800b,ae637522,0f2161f8,a99f214a,04a82e18,e1eae715,1,3,21189,320,50,2424,1,161,100189,71
7665411108679575290,1,14102814,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,bce5dea8,684581ce,1,0,22257,320,50,2545,0,167,100084,221
2572946373420616017,0,14102815,1005,1,d9750ee7,98572c79,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,a900680f,d6e0e6ff,1,0,18093,320,50,2060,3,39,100105,23
16540229619292722511,1,14102415,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,5ca1a11b,fba60933,1,0,22261,320,50,2545,0,167,100084,221
16234682115455718600,0,14102202,1002,0,84c7ba46,c4e18dd6,50e219e0,ecad2386,7801e8d9,07d7df22,c357dbff,631f40d2,cf19f7f7,0,0,21818,320,50,2519,1,171,100191,71
4204729467565769980,0,14102318,1005,1,3281baa7,61eac15d,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,991e0ae6,76dc4769,1,0,16208,320,50,1800,3,167,100077,23
9755206585826637642,0,14103004,1005,0,85f751fd,c4e18dd6,50e219e0,a5184c22,b8d325c3,0f2161f8,a99f214a,32ddb9bd,7ac6007f,1,2,23804,320,50,2726,3,803,-1,229
10015881236984019299,0,14102113,1005,0,85f751fd,c4e18dd6,50e219e0,92f5800b,ae637522,0f2161f8,a99f214a,ab1fd1e1,0bcabeaf,1,3,21751,320,50,2505,0,169,100176,17
11580175821912745966,1,14103012,1005,0,93eaba74,7687a86e,3e814130,ecad2386,7801e8d9,07d7df22,a99f214a,8a014cbb,84ebbcd4,1,0,17653,300,250,1994,2,39,-1,33
12724410005316912136,0,14102703,1005,0,85f751fd,c4e18dd6,50e219e0,92f5800b,ae637522,0f2161f8,a99f214a,32bbd6e3,2692a96a,1,2,21191,320,50,2424,1,161,100191,71
7740159039872588814,0,14102211,1005,0,85f751fd,c4e18dd6,50e219e0,e96773f0,2347f47a,0f2161f8,a99f214a,ef1b6340,aaffed8f,1,0,21767,320,50,2506,0,35,-1,157
17452343427147403436,1,14102817,1005,0,83a0ad1a,5c9ae867,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,dd0c53bd,c4cff2ea,1,0,23368,320,50,2680,3,815,100155,42
4685602675325516832,0,14102211,1005,0,85f751fd,c4e18dd6,50e219e0,03528b27,2347f47a,8ded1f7a,05e1f023,9e676349,a0f5f879,1,0,15704,320,50,1722,0,35,100084,79
8657646599785431254,0,14102417,1005,0,85f751fd,c4e18dd6,50e219e0,d7a5d468,2347f47a,0f2161f8,ae03ad3e,d7de567f,158e4944,1,0,6563,320,50,572,2,39,-1,32
6814176955595711243,1,14102912,1005,0,6c5b482c,7687a86e,3e814130,ecad2386,7801e8d9,07d7df22,a99f214a,d1ef3f3a,e710234d,1,0,19015,300,250,2162,2,39,-1,33
4071018544831843581,0,14102713,1005,1,5b4d2eda,16a36ef3,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,334bdbab,f87e93a5,1,0,19771,320,50,2227,0,935,100075,48
6333064600605652602,0,14102116,1010,1,85f751fd,c4e18dd6,50e219e0,501eb75e,7801e8d9,0f2161f8,ce7dd75d,3df6cd2a,2d81c3ad,5,3,21793,728,90,2513,3,35,100091,68
10270133209717802391,0,14102914,1005,1,85f751fd,c4e18dd6,50e219e0,cf0327f9,2347f47a,0f2161f8,78c6a9aa,4aa7333d,ae9343b5,1,0,23655,300,50,2710,3,35,100076,23
1751589827900912564,0,14102510,1005,0,85f751fd,c4e18dd6,50e219e0,d465e286,7801e8d9,0f2161f8,a99f214a,13825caa,496515fa,1,0,20476,320,50,2348,3,427,100003,61
6838980313294892080,1,14102918,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,1739162e,a0f5f879,1,0,22813,320,50,2647,2,35,100148,23
5120176199426087590,0,14102323,1005,0,5b08c53b,7687a86e,3e814130,ecad2386,7801e8d9,07d7df22,a99f214a,c47e16f1,84ebbcd4,1,0,17653,300,250,1994,2,39,100084,33
5188725415300907542,0,14103009,1005,0,85f751fd,c4e18dd6,50e219e0,685d1c4c,2347f47a,8ded1f7a,a99f214a,031471fd,d787e91b,1,3,23739,320,50,2676,0,299,100176,221
7211194224971046112,1,14102205,1005,1,85f751fd,c4e18dd6,50e219e0,d644e4e7,2347f47a,0f2161f8,a99f214a,d0d37889,16954458,1,0,20366,320,50,2333,0,39,-1,157
1523453451116157064,0,14102619,1005,0,85f751fd,c4e18dd6,50e219e0,c8e3e3c1,b5f3b24a,8ded1f7a,bb8bcd4c,120d2872,ef726eae,1,0,22487,320,50,1161,3,427,100221,61
5095169926230030229,0,14102322,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,808c284e,63c3ea81,1,0,15708,320,50,1722,0,35,100083,79
2949354953026516253,0,14103016,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,889a1b05,d787e91b,1,0,20108,320,50,2299,2,1327,-1,52
4571406587379396925,0,14103011,1005,0,7aec40a2,f415c8a8,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,17642f0f,bfa15b14,1,0,21277,300,250,2443,2,39,-1,23
16446658188449308979,0,14102706,1002,0,85f751fd,c4e18dd6,50e219e0,a37bf1e4,7801e8d9,07d7df22,e00eb66f,e8f5e91e,021b641d,0,0,21153,320,50,2420,2,35,-1,69
17301910700374096958,0,14102219,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,a52a9c43,fce66524,1,0,15702,320,50,1722,0,35,100083,79
4522876182166362616,0,14102708,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,616b607f,d787e91b,1,0,15702,320,50,1722,0,35,100083,79
13593221415491965179,0,14102903,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,52520536,c94fff1a,1,0,22916,320,50,2617,0,35,-1,51
3861866564470735968,0,14102105,1005,1,5ee41ff2,17d996e6,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,164eadfc,8a4875bd,1,0,16920,320,50,1899,0,431,-1,117
1627906036118535331,0,14102802,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,9c3b52a3,49ea3580,1,0,22676,320,50,2616,0,35,-1,51
8416791180609336003,0,14102614,1005,0,83a0ad1a,5c9ae867,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,d084e11f,109f35ad,1,0,16858,320,50,1887,3,39,100194,23
12245674714367969487,1,14103010,1005,1,e151e245,7e091613,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,fcfc5aa3,ecb851b2,1,0,22815,320,50,2647,2,39,100148,23
8743036033728739438,0,14102807,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,291d44d9,779d90c2,1,0,20108,320,50,2299,2,1327,-1,52
10457446480933864725,0,14102914,1005,0,85f751fd,c4e18dd6,50e219e0,e2a1ca37,2347f47a,8ded1f7a,a99f214a,aafdb0af,158e4944,1,0,17017,320,50,1873,3,39,100059,23
9942126608620073382,1,14102306,1005,0,85f751fd,c4e18dd6,50e219e0,03528b27,2347f47a,8ded1f7a,a99f214a,fb347c50,8a4875bd,1,0,15703,320,50,1722,0,35,100084,79
14911558019525212540,0,14103003,1005,0,85f751fd,c4e18dd6,50e219e0,9c13b419,2347f47a,f95efa07,a99f214a,889a93a0,08d0aec6,1,2,23726,320,50,2717,2,47,-1,23
17197789406536184153,0,14103021,1005,0,85f751fd,c4e18dd6,50e219e0,9c13b419,2347f47a,f95efa07,a99f214a,49a47863,1f0bc64f,1,0,23160,320,50,2667,0,47,-1,221
12394824267909613904,0,14102211,1005,0,85f751fd,c4e18dd6,50e219e0,a5184c22,b8d325c3,0f2161f8,a99f214a,b5714de5,d25693ce,1,0,21767,320,50,2506,0,35,-1,157
11612872624498320105,0,14102613,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,68660131,f39b265e,1,0,15703,320,50,1722,0,35,100084,79
10264421381221806925,0,14102216,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,431b3174,8a4875bd,1,0,15699,320,50,1722,0,35,-1,79
3032087739988182117,0,14103015,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,18a4f0d4,f07e20f8,1,0,22257,320,50,2545,0,431,-1,221
16271102486439866056,0,14102609,1002,0,d512fee9,a59d3b0e,50e219e0,ecad2386,7801e8d9,07d7df22,c55380b6,f3765f59,6949c332,0,0,21789,320,50,2512,2,291,-1,52
11274419868781892656,0,14102607,1002,0,0df82c00,c4e18dd6,50e219e0,ecad2386,7801e8d9,07d7df22,c31589df,d416b4ed,58bbc734,0,0,18854,320,50,1882,3,35,100013,13
232888656025447632,0,14102101,1005,0,85f751fd,c4e18dd6,50e219e0,fc46e1c5,2347f47a,0f2161f8,a99f214a,d2abfd88,7f015023,1,0,12000,320,50,1248,2,39,100034,13
17236899313116221863,1,14102515,1005,1,85f751fd,c4e18dd6,50e219e0,d644e4e7,2347f47a,0f2161f8,a99f214a,da30167b,78d9bd10,1,0,19772,320,50,2227,0,679,-1,48
11823164607885234432,0,14102415,1005,1,57ef2c87,bd6d812f,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,c25a29cf,d4897fef,1,0,16208,320,50,1800,3,167,100081,23
12472438167941993085,0,14102723,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,83353d9e,c4cff2ea,1,0,15703,320,50,1722,0,35,100084,79
13970968823720194968,1,14102406,1005,0,d6137915,bb1ef334,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,1740b3a4,5ff9dedd,1,0,16920,320,50,1899,0,431,100081,117
4920992862997778022,1,14102310,1005,1,5ee41ff2,17d996e6,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,9c3e0a2a,8a4875bd,1,0,16920,320,50,1899,0,431,100075,117
16159766550738980102,0,14102815,1002,0,5b787406,c4e18dd6,50e219e0,ecad2386,7801e8d9,07d7df22,fc9ef100,83588829,f384cd72,0,0,23438,320,50,2684,2,1319,-1,52
6066869459586866974,0,14102314,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,fe94540f,be87996b,1,2,15703,320,50,1722,0,35,100084,79
6100047672567757554,0,14103005,1005,0,85f751fd,c4e18dd6,50e219e0,28f05a44,2347f47a,cef3e649,a99f214a,b9efb0de,d787e91b,1,0,23804,320,50,2726,3,803,100200,229
13293805514132867095,0,14102818,1010,1,85f751fd,c4e18dd6,50e219e0,03a08c3f,7801e8d9,0f2161f8,b503bd98,8b1bb6ed,f07e20f8,4,0,15705,320,50,1722,0,35,100084,79
8964916265136643793,0,14102215,1005,0,85f751fd,c4e18dd6,50e219e0,de97da65,33da2e74,0f2161f8,a99f214a,af9205f9,3bb1ddd7,1,0,18648,320,50,1092,3,811,100156,61
3258231519536265834,0,14102816,1005,0,85f751fd,c4e18dd6,50e219e0,e2fcccd2,5c5a694b,0f2161f8,a99f214a,635d2d44,d787e91b,1,0,21413,320,50,2467,2,167,100077,23
2880875625480515180,0,14103010,1005,0,85f751fd,c4e18dd6,50e219e0,51cedd4e,aefc06bd,0f2161f8,a99f214a,e792a4d8,1b8a6145,1,0,23988,320,50,2747,0,33,100075,76
11871857504324820278,0,14103013,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,c574ae98,ef726eae,1,0,22257,320,50,2545,0,431,-1,221
5508131590628204365,1,14102302,1005,1,5b4d2eda,16a36ef3,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,2dd52414,76dc4769,1,0,21875,320,50,2526,0,35,-1,221
9673087685769961029,0,14102618,1005,0,83a0ad1a,5c9ae867,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,57c03330,6d8395a3,1,0,17212,320,50,1887,3,39,100202,23
17000815761125330864,0,14102216,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,1843175d,8a4875bd,1,0,15704,320,50,1722,0,35,-1,79
4968857530553285533,0,14102613,1005,0,85f751fd,c4e18dd6,50e219e0,e2fcccd2,5c5a694b,0f2161f8,a99f214a,741ccfbb,779d90c2,1,0,20633,320,50,2374,3,39,-1,23
15439809007082040518,0,14102620,1005,0,85f751fd,c4e18dd6,50e219e0,febd1138,82e27996,0f2161f8,a99f214a,39548432,aad45b01,1,0,18648,320,50,1092,3,811,100156,61
1366685229418498097,0,14102105,1005,0,85f751fd,c4e18dd6,50e219e0,7e7baafa,2347f47a,0f2161f8,a99f214a,d4e33d3c,d2679b96,1,0,21685,320,50,2496,3,167,-1,23
4844927111369722389,0,14103010,1005,1,5b4d2eda,16a36ef3,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,d3ba853b,76dc4769,1,0,20009,320,50,2283,0,163,100076,95
1316238266604257933,0,14102219,1005,0,85f751fd,c4e18dd6,50e219e0,e2fcccd2,5c5a694b,0f2161f8,a99f214a,176bc3a5,1ccc7835,1,0,21882,320,50,2526,0,35,100077,221
8029694133751922803,0,14102917,1005,0,85f751fd,c4e18dd6,50e219e0,92f5800b,ae637522,0f2161f8,a99f214a,ab6bc4f6,e1eae715,1,0,21191,320,50,2424,1,175,100193,71
14669040941907153300,1,14102508,1005,0,85f751fd,c4e18dd6,50e219e0,3e2bf98d,2347f47a,0f2161f8,15620fff,83db371e,837b5bc8,1,0,19772,320,50,2227,0,679,100075,48
7280856641112130996,0,14102219,1005,0,85f751fd,c4e18dd6,50e219e0,54c5d545,2347f47a,0f2161f8,a99f214a,3ab050e3,d8337869,1,0,6563,320,50,572,2,39,-1,32
3400565808537476639,0,14102706,1005,1,e4d8dd7b,a17bde68,3e814130,ecad2386,7801e8d9,07d7df22,a99f214a,bd14d006,a0f5f879,1,0,8330,320,50,761,3,175,-1,23
17452635562691324910,0,14102222,1005,0,85f751fd,c4e18dd6,50e219e0,51cedd4e,aefc06bd,0f2161f8,a99f214a,a6a69ceb,a264bba3,1,0,21611,320,50,2480,3,297,100111,61
5067478448060243175,0,14102222,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,ffb7885a,2203a096,1,0,15707,320,50,1722,0,35,100084,79
16625946391815799974,0,14102217,1005,1,5114c672,3f2f3819,3e814130,ecad2386,7801e8d9,07d7df22,a99f214a,95a17c2c,76dc4769,1,0,21875,320,50,2526,0,35,100075,221
102463349660719958,0,14102406,1005,0,85f751fd,c4e18dd6,50e219e0,e2a1ca37,2347f47a,8ded1f7a,44e757ae,38e2ba2a,81b42528,1,0,15707,320,50,1722,0,35,-1,79
12659015019591018308,0,14102909,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,2c93723e,f3049821,1,0,23161,320,50,2667,0,35,-1,221
11495610286808757646,0,14102105,1005,0,5b08c53b,7687a86e,3e814130,ecad2386,7801e8d9,07d7df22,a99f214a,e6e36ce9,711ee120,1,0,17654,300,250,1994,2,39,100084,33
2613606257140238998,1,14102912,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,97d00d2a,1e748623,1,0,15702,320,50,1722,0,35,-1,79
13009873707348954420,1,14102109,1005,0,85f751fd,c4e18dd6,50e219e0,a5184c22,b8d325c3,0f2161f8,a99f214a,9633c4a1,1ccc7835,1,0,21751,320,50,2505,0,161,100176,17
8776764010641575121,0,14102710,1005,0,85f751fd,c4e18dd6,50e219e0,92f5800b,ae637522,0f2161f8,a99f214a,7ed26fbd,496515fa,1,3,21191,320,50,2424,1,161,100190,71
